101	Cerenkov in core	331
101	Cerenkov in core	327
108	Cerenkov in core	223
213	Cerenkov in core	240
4181	Cerenkov in core	90
9812	Cerenkov in core	205
9818	Cerenkov in core	206
9975	Cerenkov in core	233
9975	Cerenkov in core	233
10016	Scintillation in core	438
10016	Scintillation in core	451
10016	Scintillation in core	451
10016	Scintillation in core	451
10016	Scintillation in core	449
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	447
10016	Scintillation in core	463
10016	Scintillation in core	463
10016	Scintillation in core	485
10016	Scintillation in core	485
10016	Scintillation in core	485
10016	Scintillation in core	485
10016	Scintillation in core	482
10016	Scintillation in core	489
10016	Scintillation in core	521
10016	Scintillation in core	506
10016	Scintillation in core	506
10016	Scintillation in core	506
10016	Scintillation in core	505
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	584
10016	Scintillation in core	573
10016	Scintillation in core	599
10016	Scintillation in core	631
10016	Scintillation in core	674
10016	Scintillation in core	674
10016	Scintillation in core	674
10016	Scintillation in core	674
10016	Scintillation in core	691
10016	Scintillation in core	691
10016	Scintillation in core	701
10016	Scintillation in core	701
10016	Scintillation in core	711
10016	Scintillation in core	747
10016	Scintillation in core	741
10016	Cerenkov in core	732
10016	Scintillation in core	780
10016	Scintillation in core	780
10016	Scintillation in core	780
10016	Scintillation in core	780
10016	Scintillation in core	915
10016	Scintillation in core	894
10016	Scintillation in core	875
10016	Scintillation in core	855
10016	Scintillation in core	847
10016	Scintillation in core	840
10016	Scintillation in core	837
10016	Scintillation in core	837
10016	Scintillation in core	837
10016	Scintillation in core	837
10016	Scintillation in core	837
10016	Scintillation in core	837
10016	Scintillation in core	834
10016	Scintillation in core	812
10016	Scintillation in core	810
10016	Scintillation in core	805
10016	Scintillation in core	802
10016	Scintillation in core	797
10016	Scintillation in core	790
10016	Scintillation in core	924
10016	Scintillation in core	1074
10016	Scintillation in core	1074
10016	Scintillation in core	1072
10016	Scintillation in core	1053
10016	Scintillation in core	1053
10016	Scintillation in core	1028
10016	Scintillation in core	1028
10016	Scintillation in core	1028
10016	Scintillation in core	1028
10016	Scintillation in core	1028
10016	Scintillation in core	1028
10016	Scintillation in core	1024
10016	Scintillation in core	1023
10016	Scintillation in core	1023
10016	Scintillation in core	1023
10016	Scintillation in core	1023
10016	Scintillation in core	1023
10016	Scintillation in core	1023
10016	Scintillation in core	1023
10016	Scintillation in core	1019
10016	Scintillation in core	1017
10016	Scintillation in core	1017
10016	Scintillation in core	1014
10016	Scintillation in core	1014
10016	Scintillation in core	1014
10016	Scintillation in core	1009
10016	Scintillation in core	1009
10016	Scintillation in core	1009
10016	Scintillation in core	1009
10016	Scintillation in core	998
10016	Scintillation in core	998
10016	Scintillation in core	997
10016	Scintillation in core	984
10016	Scintillation in core	1188
